 Tageswerte der Station 10637 Frankfurt/M-Flughafen                                               
 STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
10637 20160520  3    5.4    7.3   14.5   20.4   68.6    3.0   13.0    6.2    6.3    0.0 1007.1
10637 20160519  3    6.3    8.6   13.8   19.2   71.0    3.0   11.0    4.2    4.8    0.0  999.5
10637 20160518  3    8.9    9.4   14.7   20.7   61.7    2.0   11.3    1.9    7.0    4.6  999.1
10637 20160517  3    4.4    5.6   11.6   17.1   60.0    2.0   12.0    2.0    6.7    0.0 1006.0
10637 20160516  3    5.0    6.1    9.7   13.9   61.4    2.0    8.9    1.6    6.5    0.0 1007.3
10637 20160515  3    3.8    5.4    9.2   13.2   58.6    3.0   12.7    3.4    5.1    0.0 1006.8
10637 20160514  3    4.6    6.8   10.6   13.9   63.3    3.0   13.7    4.5    4.5    0.0  998.5
10637 20160513  3    7.9    9.6   15.2   23.9   78.9    2.0   12.5    4.0    4.9    6.7  988.9
10637 20160512  3    9.7   12.0   17.1   20.5   65.5    2.0    7.7    0.2    6.6    0.8  986.9
10637 20160511  3   10.2   12.2   18.8   24.8   62.0    2.0   10.1    9.1    5.1    0.0  992.5
10637 20160510  3   10.0   12.5   18.1   22.9   60.7    2.0   10.3    2.7    6.8    0.0  998.0
10637 20160509  3    8.1   11.7   19.8   26.4   45.4    2.0   12.5   12.2    3.3    0.0 1000.5
10637 20160508  3    9.1   12.0   19.8   25.9   38.8    3.0   14.9   14.2    0.3    0.0  999.9
10637 20160507  3    9.5   11.9   19.4   26.3   42.9    2.0   10.5   14.0    0.6    0.0  999.3
10637 20160506  3    5.6    7.7   17.0   24.9   54.0    2.0    7.7   13.6    2.2    0.0 1003.1
10637 20160505  3    1.0    3.3   13.2   20.5   52.9    2.0   10.6   13.9    1.2    0.0 1011.1
10637 20160504  3   -1.3    0.2    9.9   16.0   51.8    2.0   11.1   13.4    1.2    0.0 1015.6
10637 20160503  3    0.3    3.6   10.4   15.4   67.0    2.0   13.4    4.0    5.2    0.9 1009.1
10637 20160502  3    4.5    6.9   14.1   20.6   53.3    2.0   10.3   13.4    1.1    0.0 1009.8
10637 20160501  3    7.2    7.9   12.9   19.2   56.0    4.0   15.8   12.2    3.5    0.0 1008.1
10637 20160430  3   -0.2    1.7   10.2   16.8   61.6    3.0   13.7    6.4    6.3    1.2 1004.2
10637 20160429  3   -2.8   -1.1    7.3   13.9   63.0    2.0   11.5    4.9    4.8    0.0 1005.0
10637 20160428  3   -2.9   -1.1    5.1   11.9   70.8    2.0   14.4    8.6    2.2    0.5 1003.0
10637 20160427  3    0.2    1.8    4.9    8.5   72.0    4.0   19.4    0.9    6.2    0.3  996.2
10637 20160426  3    1.0    2.4    5.3   10.5   68.6    4.0   21.1    5.8    5.1    0.0  990.4
10637 20160425  3    1.0    2.0    4.9    8.6   77.2    4.0   15.9    2.0    7.0   10.6  997.4
10637 20160424  3   -3.5   -1.2    3.7   10.2   74.8    3.0   13.4    5.4    4.9    0.5 1001.4
10637 20160423  3   -1.7    0.4    7.2   11.9   70.8    3.0   11.7    0.9    6.7    3.5  999.8
10637 20160422  3    7.5    9.1   13.2   17.1   49.1    3.0   11.5    2.7    7.2    1.9 1004.2
10637 20160421  3    3.3    5.4   12.8   20.9   47.1    2.0    8.6   13.0    2.7    0.0 1010.3
10637 20160420  3    0.8    2.6   10.0   16.0   50.9    2.0    9.8   13.1    1.6    0.0 1016.5
10637 20160419  3   -1.6   -0.2    7.8   13.9   66.1    2.0    8.2    3.2    3.5    0.0 1013.5
10637 20160418  3    0.6    2.0    8.5   14.5   59.1    2.0   10.8    8.1    3.5    0.0 1008.5
10637 20160417  3    1.3    3.4    8.8   12.5   66.8    2.0    8.2    2.7    6.6    0.2  998.9
10637 20160416  3    8.6    8.9   11.8   15.3   79.1    3.0   14.4    1.6    7.1   10.0  991.7
10637 20160415  3    8.0    8.5   12.8   18.0   69.3    4.0   16.5    5.2    6.3    3.7  993.6
10637 20160414  3    4.1    5.3   11.5   17.5   65.3    2.0   10.3   11.5    4.6    0.3  999.6
10637 20160413  3    4.5    6.1    9.3   12.2   89.6    1.0    6.2    0.2    7.0    4.0  996.4
10637 20160412  3    5.4    7.6   11.5   17.6   74.2    2.0   14.2    3.5    6.1    0.3  998.3
10637 20160411  3    5.1    6.6   12.2   18.2   56.6    2.0    8.2   12.4    1.6    0.0 1000.0
10637 20160410  3    6.2    7.7   12.1   17.4   59.8    2.0    9.4    6.4    5.7    0.0  999.0
10637 20160409  3   -0.7    0.6    8.8   15.4   64.8    2.0    9.4    7.0    4.9    0.0  996.9
10637 20160408  3   -1.7   -0.9    7.3   13.8   64.0    2.0    8.7    8.8    2.3    0.0  999.8
10637 20160407  3    0.9    2.8    9.7   13.5   58.9    3.0   12.3    7.6    5.0    0.1  998.8
10637 20160406  3    4.9    6.6   11.9   16.0   68.3    4.0   14.7    6.6    5.0    0.3  999.5
10637 20160405  3    8.2    8.8   11.6   14.5   92.5    2.0   14.9    0.0    7.6    5.1  996.0
10637 20160404  3    9.6   10.5   14.0   18.7   79.5    3.0   13.0    2.4    6.7    2.9  996.1
10637 20160403  3    7.8    9.5   14.3   18.7   69.1    2.0    7.9    1.5    7.6    1.7  999.7
10637 20160402  3    0.6    2.5    9.7   16.0   71.8    2.0    6.5    3.9    5.1    0.0 1004.9
10637 20160401  3    1.4    3.2    7.2   12.6   72.3    3.0   13.4    3.3    5.8    0.0 1006.0
10637 20160331  3    3.7    4.1    8.0    9.9   85.4    4.0   15.1    0.0    8.0   17.8  997.6
10637 20160330  3    6.3    7.6    9.3   12.6   83.6    3.0   12.0    0.0    7.8    2.9  999.2
10637 20160329  3    3.1    5.2    9.2   13.4   67.6    4.0   18.7    7.2    5.4    0.0  997.5
10637 20160328  3    0.0    1.6    7.3   13.3   78.6    3.0   18.2    0.6    6.2    9.2  992.9
10637 20160327  3    0.1    2.6    7.9   13.1   74.4    3.0   13.9    1.8    5.7    0.4  999.1
10637 20160326  3    2.5    4.8    8.8   14.0   75.8    2.0   14.9    8.5    5.1    0.0 1005.3
10637 20160325  3    2.5    4.1    6.4    7.6   89.3    3.0   11.8    0.0    7.4    6.7 1002.1
10637 20160324  3    5.0    6.0    8.2   10.7   63.0    2.0   10.8    3.9    6.6    0.1 1002.3
10637 20160323  3    4.7    5.9    8.2   10.7   68.4    2.0    8.6    0.3    7.0    0.0  998.4
10637 20160322  3    1.5    4.5    8.1   10.4   64.8    2.0    9.8    3.0    6.2    0.0 1001.4
10637 20160321  3    4.0    4.6    7.5   10.5   68.2    3.0   11.3    0.8    7.3    0.0 1005.7
10637 20160320  3    4.2    4.6    5.9    7.5   67.5    2.0    7.4    0.0    7.9    0.0 1007.2
10637 20160319  3    1.8    1.6    5.6    7.7   71.6    2.0    7.7    0.0    7.8    0.0 1008.7
10637 20160318  3   -4.1   -2.3    6.0   15.5   64.5    2.0    8.7   11.0    0.7    0.0 1008.2
10637 20160317  3   -2.0    0.2    6.1   12.8   58.3    2.0    9.8   11.1    0.0    0.0 1013.6
10637 20160316  3    1.3    3.1    5.9   10.0   56.0    3.0   14.6    3.2    4.0    0.0 1013.7
10637 20160315  3   -3.1   -0.7    4.3    8.3   67.2    2.0   11.7    0.7    7.1    0.2 1013.0
10637 20160314  3   -1.9    0.2    4.8   10.4   57.1    3.0   11.8   10.7    4.0    0.0 1018.2
10637 20160313  3    0.2    1.1    4.9    9.6   68.1    4.0   12.5    5.2    4.8    0.0 1018.9
10637 20160312  3    0.4    2.2    4.9    7.2   64.0    3.0   13.4    5.2    4.5    0.0 1016.6
10637 20160311  3   -2.1    0.0    5.8    9.9   67.0    2.0   12.5    2.4    4.4    0.0 1013.2
10637 20160310  3   -3.5   -1.4    4.3    9.3   70.3    2.0    9.3    6.7    2.5    0.0 1004.9
10637 20160309  3   -5.6   -3.2    2.6    7.6   75.1    2.0   10.6    8.1    4.4    0.0  998.5
10637 20160308  3   -4.6   -3.0    0.7    6.7   87.6    1.0    7.0    2.3    3.8    0.0 1002.7
10637 20160307  3   -2.4   -1.1    2.7    5.9   86.1    2.0    7.5    0.5    6.5    1.0  992.6
10637 20160306  3   -2.2   -1.0    2.8    5.8   89.3    3.0   15.8    0.3    7.0    2.7  988.1
10637 20160305  3   -0.9    0.4    4.8    7.8   87.5    2.0    8.7    0.1    7.4    0.6  983.3
10637 20160304  3   -4.6   -2.5    2.1    7.0   88.4    2.0   11.0    0.7    6.0    8.5  988.1
10637 20160303  3   -3.2   -2.0    2.9    4.6   84.8    3.0   13.9    0.8    6.1    0.1  990.5
10637 20160302  3    1.5    2.4    4.9    7.6   87.8    3.0   14.2    0.3    6.9    3.4  991.0
10637 20160301  3   -4.8   -2.8    2.8    7.8   64.0    3.0   13.9    6.8    6.1    3.4 1006.5
10637 20160229  3    1.8    2.2    3.8    6.4   56.9    4.0   16.6    0.4    7.5    0.0 1005.3
10637 20160228  3   -2.1   -0.3    2.9    5.6   62.6    4.0   16.8    0.1    6.9    0.0 1000.8
10637 20160227  3   -3.4   -1.4    2.9    7.9   61.5    3.0    9.4    9.7    2.1    0.0  995.8
10637 20160226  3   -4.4   -3.1    1.6    5.8   69.1    2.0    6.3    5.0    5.8    0.0 1000.7
10637 20160225  3   -4.1   -2.7    1.4    6.0   73.8    2.0   10.6    7.0    3.5    0.0 1001.5
10637 20160224  3   -1.4   -0.5    2.5    6.8   78.6    2.0    7.7    4.3    5.8    0.0 1005.1
10637 20160223  3   -0.4    0.4    2.7    5.2   90.5    2.0    8.7    0.4    7.0    5.0 1001.2
10637 20160222  3    4.1    4.3   10.7   12.7   68.2    5.0   18.7    0.2    7.0    9.5  997.4
10637 20160221  3    9.3   10.5   11.9   13.3   80.9    5.0   21.6    0.0    7.6    1.0 1001.6
10637 20160220  3   -3.8   -1.1    4.0   10.7   92.3    4.0   15.1    0.0    7.5   17.6 1003.9
10637 20160219  3   -3.8   -2.3    0.6    4.2   87.4    2.0    7.2    0.0    6.1    1.3 1008.2
10637 20160218  3   -3.5   -2.0    2.3    6.3   72.7    2.0   11.3    3.0    7.0    0.0 1003.8
10637 20160217  3   -1.7   -0.6    2.0    4.4   72.2    2.0    8.6    3.7    5.7    0.0 1009.0
10637 20160216  3   -1.9   -0.8    0.8    2.4   67.9    3.0    9.6    1.3    6.3    0.0 1021.0
10637 20160215  3    1.6    2.0    3.4    4.4   80.5    2.0   12.3    0.0    7.7    0.3 1000.4
10637 20160214  3    3.2    3.9    6.5    9.1   82.6    3.0   12.2    1.3    7.2    0.9  976.9
10637 20160213  3   -2.8   -1.5    2.2    6.6   87.8    2.0    9.8    0.0    6.1    8.2  978.3
10637 20160212  3   -2.4   -1.4    2.8    6.7   80.4    2.0    7.2    1.3    5.5    0.0  988.5
10637 20160211  3   -0.2    1.2    4.4    7.4   81.8    3.0   10.6    1.7    6.5    0.0  993.5
10637 20160210  3    1.7    3.1    4.2    5.3   80.4    4.0   15.6    0.0    6.6    2.6  984.5
10637 20160209  3    3.1    4.3    7.3    9.5   79.4    4.0   21.1    0.0    6.8   12.9  981.9
10637 20160208  3    4.1    5.6    7.5   10.6   73.2    5.0   18.5    0.1    6.0    9.9  988.6
10637 20160207  3   -0.2    1.1    6.0   10.6   82.8    3.0   16.8    0.0    6.6    1.1  992.8
10637 20160206  3    0.3    1.7    7.4   13.1   78.7    2.0   13.2    5.7    4.0    0.0 1002.2
10637 20160205  3    2.9    3.4    6.5    9.9   87.0    2.0   13.9    0.0    7.8    0.1 1013.2
10637 20160204  3    1.7    3.1    4.3    6.1   83.0    3.0   17.3    0.0    6.8    6.2 1011.1
10637 20160203  3    0.5    2.7    5.0    7.4   75.3    3.0   15.1    1.3    5.5    0.5 1006.8
10637 20160202  3    5.0    6.0   10.3   11.5   79.4    5.0   17.8    0.0    7.4    4.8 1005.2
10637 20160201  3   10.5   11.3   12.6   13.8   71.0    5.0   18.2    0.0    7.4    0.0 1006.6
10637 20160131  3    1.0    2.7    5.9   12.4   84.1    3.0   12.5    0.0    7.5    1.8 1000.2
10637 20160130  3    1.4    3.3    7.2    9.0   77.6    5.0   17.7    0.0    7.5    4.0 1003.4
10637 20160129  3   -3.0   -1.7    5.0   10.0   76.5    4.0   14.9    7.6    3.4    0.0 1015.4
10637 20160128  3   -0.9    0.7    8.1   12.3   72.6    3.0   13.7    2.1    7.0    0.8 1011.1
10637 20160127  3    7.6    8.8   10.9   12.7   66.6    4.0   16.3    0.3    6.9    0.5 1007.6
10637 20160126  3   -0.6    1.6    7.1   11.7   83.3    3.0   13.7    3.0    6.0    0.0 1013.2
10637 20160125  3   -0.7    1.2    5.7   11.8   89.7    2.0    7.7    3.8    5.6    0.0 1016.5
10637 20160124  3    0.2    2.0    3.4    5.1   96.9    2.0   10.6    0.0    8.0    1.1 1020.9
10637 20160123  3   -1.3   -2.1    2.7    6.2   94.0    2.0   11.0    0.0    7.7    0.0 1019.9
10637 20160122  3   -7.4   -6.4   -3.6    0.1   82.8    2.0    6.2    6.7    3.5    3.8 1016.8
10637 20160121  3   -5.5   -4.5   -0.9    2.1   83.9    2.0    5.5    1.0    4.9    0.0 1014.3
10637 20160120  3   -5.5   -5.7   -2.9   -0.8   81.1    2.0    8.6    1.1    7.3    0.0 1007.2
10637 20160119  3   -7.8   -6.7   -5.7   -5.0   82.0    2.0    6.0    0.0    7.3    0.0 1005.1
10637 20160118  3   -8.9   -7.3   -4.7   -0.8   82.8    2.0    7.7    6.5    1.9    0.0 1008.9
10637 20160117  3   -7.3   -5.4   -0.3    1.5   75.0    3.0   11.1    1.5    5.0    0.0 1011.2
10637 20160116  3   -0.9    0.4    2.2    4.6   76.6    3.0   13.5    0.2    6.6    1.5 1007.9
10637 20160115  3    0.1    1.0    2.5    3.4   84.0    4.0   14.6    0.0    7.5    1.4  996.3
10637 20160114  3   -2.6   -1.0    2.6    5.8   84.4    3.0   14.6    0.6    6.1    2.2  997.7
10637 20160113  3   -0.7    1.4    4.9    6.6   81.1    4.0   15.6    0.0    6.1    3.5  998.8
10637 20160112  3    2.8    4.6    5.4    7.4   85.3    4.0   12.7    0.0    6.4    1.8  985.6
10637 20160111  3    1.8    3.0    5.1    6.5   91.7    3.0   15.1    0.0    7.3    9.2  979.2
10637 20160110  3    2.5    3.1    5.9    8.2   90.0    3.0   13.0    1.5    7.4    5.5  984.4
10637 20160109  3   -2.9   -2.1    1.2    4.6   93.5    1.0    6.2    0.0    6.4    1.8  991.5
10637 20160108  3   -1.9   -0.7    3.5    7.3   84.1    3.0   11.8    5.7    3.2    0.0  992.9
10637 20160107  3    2.3    4.5    5.3    7.4   88.5    3.0   12.9    0.6    7.0    5.6  985.7
10637 20160106  3    4.1    4.4    5.3    6.3   93.0    2.0    8.2    0.0    7.6    0.1  987.6
10637 20160105  3    3.2    4.3    5.3    6.4   92.3    2.0    9.6    0.0    7.3    3.6  983.0
10637 20160104  3    0.9    1.0    3.6    6.0   94.8    2.0    8.2    0.0    7.9    3.9  980.3
10637 20160103  3    2.2    2.7    3.5    5.6   92.5    2.0    7.7    0.0    7.8    5.3  994.3
10637 20160102  3    1.7    1.9    2.8    4.1   88.7    2.0    8.2    0.0    7.9    9.4 1002.4
10637 20160101  3    2.7    3.8    5.4    6.7   91.5    2.0    6.7    0.0    7.8    0.0 1012.8
10637 20151231  3   -1.3    0.1    3.5    5.3   94.7    1.0    7.4    0.0    6.9    1.8 1011.1
10637 20151230  3   -0.6    1.8    5.2    6.6   80.0    2.0   10.5    0.0    7.1    0.1 1015.5
10637 20151229  3   -3.2   -1.9    2.7    6.5   87.1    1.0    6.2    6.1    5.4    0.0 1016.0
10637 20151228  3   -1.4   -0.2    4.0    8.2   88.8    2.0    6.2    6.1    4.8    0.0 1016.5
10637 20151227  3    0.1    1.8    6.5   11.9   90.5    2.0   12.0    5.5    4.7    0.0 1017.2
10637 20151226  3    2.5    4.6   10.2   13.5   80.2    3.0   11.8    6.4    4.3    0.0 1016.4
10637 20151225  3    9.3   10.2   11.9   13.3   77.2    3.0   12.3    0.0    6.9    0.1 1015.9
