 Tageswerte der Station 10729 Mannheim                                               
 STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
10729 20160402  3   -0.9    1.4    8.7   16.4   84.3    1.0    4.5    2.5    3.3    0.0 1005.0
10729 20160401  3    0.3    3.0    6.8   11.0   85.7    2.0   11.2    0.0    6.9    0.0 1006.0
10729 20160331  3    5.6    5.8   10.2   14.7   92.4    2.0   11.0    1.5    7.3    7.5  997.1
10729 20160330  3    5.7    7.3    9.6   12.3   86.7    2.0    8.3    0.0    7.7    6.8 1000.2
10729 20160329  3    2.3    5.5    9.7   14.2   68.0    3.0   14.8    3.0    6.9    0.1  999.3
10729 20160328  3   -0.2    2.1    8.4   14.8   78.0    4.0   18.6    0.8    6.1    3.7  994.4
10729 20160327  3    0.6    3.6    9.4   13.6   70.2    3.0   12.7    1.6    4.9    0.0 1000.2
10729 20160326  3   -1.2    0.9    8.9   15.3   79.1    2.0    8.9    9.1    3.2    0.0 1006.0
10729 20160325  3    1.7    5.0    6.9    8.1   91.2    2.0    9.3    0.0    7.1    9.5 1003.3
10729 20160324  3    2.2    3.2    7.7   12.6   67.4    2.0    8.4    3.0    7.2    0.5 1003.2
10729 20160323  3   -1.9    1.8    7.9   11.8   72.0    2.0    8.7    1.3    6.3    0.0  998.8
10729 20160322  3    1.5    4.2    8.2   12.8   67.3    2.0    9.2    5.0    6.6    0.1 1002.0
10729 20160321  3    3.4    4.3    6.7   10.4   78.7    2.0    8.2    0.5    7.9    0.9 1006.6
10729 20160320  3    3.2    4.6    5.5    6.6   74.7    2.0    6.3    0.0    8.0    0.0 1007.8
10729 20160319  3    0.3    2.1    5.4    7.5   76.2    2.0    6.3    0.0    7.3    0.0 1009.2
10729 20160318  3   -5.8   -2.8    6.5   15.6   65.4    2.0    7.6   10.8    0.4    0.0 1008.7
10729 20160317  3   -3.4    0.1    6.4   14.6   61.9    2.0    6.4   10.9    0.5    0.0 1013.5
10729 20160316  3   -0.6    2.9    5.8    9.9   60.8    3.0   14.8    3.6    4.1    0.0 1013.0
10729 20160315  3   -3.5   -0.6    3.8    6.9   75.9    2.0    9.8    0.7    5.0    2.0 1013.1
10729 20160314  3   -3.1    0.9    5.7   11.0   58.3    3.0    9.9   10.7    1.4    0.0 1017.6
10729 20160313  3    0.0    2.3    6.5   11.2   66.7    3.0   12.9    5.9    4.5    0.0 1018.1
10729 20160312  3   -4.1   -0.6    5.1   10.9   66.0    2.0    9.9    8.7    2.8    0.0 1016.1
10729 20160311  3   -4.8   -1.4    5.5   11.7   69.9    2.0    8.7    3.3    3.9    0.0 1013.0
10729 20160310  3   -7.4   -4.1    3.6   10.9   74.3    2.0    6.7    8.9    1.9    0.0 1004.9
10729 20160309  3   -6.1   -2.8    2.4    8.7   80.4    3.0   12.0    7.4    1.7    0.0  998.9
10729 20160308  3   -3.3   -0.8    2.1    5.8   89.6    2.0    5.1    1.3    6.0    0.0 1003.4
10729 20160307  3   -1.6    0.2    3.5    7.9   83.4    2.0    8.4    3.5    6.9    2.6  993.3
10729 20160306  3   -2.2    0.0    3.5    5.6   88.1    3.0   10.8    0.0    7.6    0.9  989.6
10729 20160305  3   -1.8    0.7    5.8    8.0   90.7    2.0    7.6    0.1    7.5    0.4  984.1
10729 20160304  3   -1.2    0.2    4.1    7.2   85.5    3.0   15.6    0.7    6.0    3.5  988.8
10729 20160303  3   -0.3    1.5    3.2    4.5   91.0    2.0    8.5    0.1    7.3    2.2  991.6
10729 20160302  3    1.9    2.9    5.3    8.2   86.5    4.0   13.4    0.0    7.3    1.7  992.9
10729 20160301  3   -5.5   -2.3    3.9    9.1   66.9    3.0   11.6    7.4    4.8    2.4 1007.7
10729 20160229  3    1.8    2.4    3.8    5.7   68.2    4.0   14.7    0.0    8.0    0.0 1004.8
10729 20160228  3   -3.6   -0.8    3.1    6.3   68.4    3.0   10.6    0.0    6.1    0.0  999.8
10729 20160227  3   -4.7   -0.7    3.6    9.6   61.9    2.0    7.8    9.3    1.0    0.0  995.3
10729 20160226  3   -8.2   -4.9    1.4    6.8   72.7    2.0    6.4    6.6    3.1    0.0 1001.0
10729 20160225  3   -5.9   -3.1    2.4    7.6   73.5    2.0    8.1    7.0    3.2    0.0 1001.8
10729 20160224  3   -2.6   -0.1    3.0    7.4   83.3    2.0    4.3    3.9    6.6    0.0 1005.8
10729 20160223  3    0.0    0.6    2.9    9.4   96.6    2.0   10.2    0.0    7.5    9.2 1001.9
10729 20160222  3    8.1    9.4   11.6   13.4   67.6    4.0   16.0    2.7    6.7   10.9  999.7
10729 20160221  3    9.4   10.4   11.6   12.8   84.0    4.0   14.9    0.0    7.8    0.2 1004.2
10729 20160220  3   -1.9    0.0    4.7   10.4   90.9    4.0   14.9    0.0    7.3    3.9 1006.3
10729 20160219  3   -2.4   -0.8    2.2    5.2   88.4    2.0    7.2    0.2    6.8    0.1 1009.2
10729 20160218  3   -3.9   -1.8    2.7    7.8   79.3    2.0    7.4    3.2    6.0    0.0 1004.5
10729 20160217  3   -2.7   -1.7    2.0    4.1   77.4    2.0    7.2    0.0    7.3    0.0 1009.1
10729 20160216  3   -2.9   -1.7    1.7    4.6   74.7    3.0    9.1    2.1    6.3    0.0 1020.7
10729 20160215  3    2.2    2.5    4.1    5.5   85.9    2.0    9.5    0.0    7.9    0.1 1000.6
10729 20160214  3    3.6    5.4    7.2    8.6   80.1    3.0   11.0    1.3    7.5    0.1  978.4
10729 20160213  3   -1.2    0.3    4.5    7.4   87.6    3.0   11.2    0.0    7.5    4.5  978.5
10729 20160212  3   -2.7   -0.6    3.8    7.6   80.5    2.0    7.7    3.3    6.3    0.0  988.8
10729 20160211  3    1.3    3.3    4.7    7.3   84.9    3.0    9.2    0.1    7.8    0.3  994.8
10729 20160210  3    0.5    1.9    4.1    5.4   85.1    3.0   13.5    0.0    7.5    1.5  986.6
10729 20160209  3    4.1    5.3    8.1   11.7   80.5    4.0   20.8    0.0    7.6   10.0  983.9
10729 20160208  3    2.5    4.6    7.8   11.6   76.7    4.0   20.1    0.6    6.5    7.2  991.3
10729 20160207  3   -0.5    2.3    7.0    9.4   81.7    3.0   11.4    0.0    6.5    1.3  994.3
10729 20160206  3   -1.4    1.0    5.9   12.8   85.8    3.0    9.0    5.1    2.0    0.0 1003.3
10729 20160205  3   -0.3    2.1    6.5   10.4   93.8    2.0    6.8    0.1    7.2    0.1 1014.3
10729 20160204  3    0.9    2.8    4.8    7.2   85.3    3.0   12.3    0.0    7.8    3.8 1012.7
10729 20160203  3   -0.3    2.7    5.7    8.8   78.8    2.0    9.8    0.8    6.8    2.1 1008.4
10729 20160202  3    6.1    7.4   11.0   12.7   77.5    4.0   15.4    0.0    7.8    3.2 1007.6
10729 20160201  3   10.2   11.4   12.9   14.0   72.9    4.0   15.4    0.0    7.9    0.0 1009.1
10729 20160131  3    0.6    2.7    6.5   13.5   89.8    3.0   10.2    0.0    7.8    1.5 1002.0
10729 20160130  3    3.8    5.7    7.5    9.9   77.6    4.0   18.3    0.0    7.8    4.8 1005.7
10729 20160129  3   -3.0    0.5    6.2   10.4   79.4    3.0   11.7    8.2    3.1    0.0 1017.2
10729 20160128  3    4.6    6.4    9.9   13.4   75.9    2.0   11.6    0.0    7.8    0.0 1012.2
10729 20160127  3    4.9    7.2   11.2   14.4   72.3    3.0    9.9    0.2    7.8    0.0 1009.6
10729 20160126  3    0.2    3.4    8.4   14.6   80.7    3.0    8.5    7.1    3.0    0.0 1014.5
10729 20160125  3   -0.9    2.3    7.3   12.7   82.5    2.0    6.1    5.1    4.1    0.0 1017.4
10729 20160124  3   -2.7   -0.4    3.7    6.0   93.3    2.0    7.8    0.1    7.5    0.1 1021.8
10729 20160123  3   -1.9   -0.1    3.5    9.1   94.5    2.0    8.4    0.9    7.8    0.0 1021.1
10729 20160122  3  -10.4   -8.1   -3.2    0.6   86.3    2.0    7.0    6.9    1.8    3.0 1017.1
10729 20160121  3   -8.2   -5.2   -0.9    3.5   84.8    2.0    4.3    3.0    5.0    0.0 1014.7
10729 20160120  3   -5.4   -5.5   -3.1   -0.8   84.1    2.0    6.4    1.8    7.6    0.0 1008.3
10729 20160119  3  -10.0   -7.8   -4.9   -1.8   83.6    2.0    4.8    4.5    5.8    0.0 1005.3
10729 20160118  3  -10.1   -7.3   -4.0    0.6   83.0    2.0    5.3    7.3    0.5    0.0 1009.0
10729 20160117  3   -7.8   -4.9    0.0    2.3   81.8    2.0   10.1    0.9    6.6    0.6 1012.0
10729 20160116  3   -0.8    0.8    2.2    4.7   84.0    2.0   11.0    0.6    7.3    1.0 1009.1
10729 20160115  3    0.2    1.1    2.5    3.4   86.2    3.0   12.2    0.0    7.8    1.4  998.2
10729 20160114  3   -2.2   -0.1    3.0    7.6   84.3    3.0   11.2    3.9    5.6    3.6  999.1
10729 20160113  3    0.2    2.1    5.4    7.5   80.2    3.0   14.7    0.1    7.5    0.2 1001.0
10729 20160112  3    1.3    4.4    5.7    8.1   88.4    3.0   13.9    0.0    7.3    2.8  987.6
10729 20160111  3    2.5    4.3    6.0    7.4   93.3    3.0   12.2    0.0    7.5    7.5  980.6
10729 20160110  3   -0.1    2.6    6.3    8.4   93.3    3.0    8.9    0.1    7.1    3.9  985.6
10729 20160109  3   -3.5   -1.3    1.9    5.6   95.9    1.0    5.5    0.0    7.3    2.5  992.0
10729 20160108  3   -2.4   -0.4    4.3    8.9   85.0    2.0    9.9    5.2    4.4    0.0  994.0
10729 20160107  3    0.5    3.0    5.2    8.1   89.4    3.0   13.1    1.3    5.4    3.1  986.8
10729 20160106  3    1.6    3.7    5.5    6.9   94.1    2.0    5.6    0.0    7.7    0.9  988.5
10729 20160105  3    0.6    3.1    5.4    7.5   95.5    3.0    7.7    0.2    7.3    6.4  984.0
10729 20160104  3    1.4    3.6    5.4    7.7   94.1    3.0    9.3    0.0    7.3    4.3  981.2
10729 20160103  3    2.3    4.1    6.0    9.0   91.5    3.0   11.2    0.4    7.8    4.3  994.7
10729 20160102  3    1.0    3.4    4.7    5.3   94.5    1.0    8.6    0.0    7.8    7.5 1002.2
10729 20160101  3   -0.2    2.3    5.2    7.7   92.4    2.0    8.3    0.0    7.4    0.1 1013.2
10729 20151231  3   -4.0   -1.3    3.4    7.3   95.2    2.0    8.3    1.2    4.9    1.0 1011.7
10729 20151230  3   -2.7   -0.5    5.0    7.9   86.0    2.0    7.8    1.2    5.9    0.1 1015.6
10729 20151229  3   -3.6   -2.1    2.6    7.1   91.3    2.0    4.9    5.9    4.5    0.0 1016.5
10729 20151228  3   -2.4   -0.7    1.9    3.7   99.9    1.0    3.6    0.0    6.0    0.0 1016.9
